Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
14-UNVR_W-0.4,West Branch Upper Neversink River,2nd bridge from inters. of cr 19 and cr 157 (frost valley rd) bridge. near usgs gage.,Neversink,Sullivan,3,14,41.92065,-74.5748,2040104,2019,POINT (-74.5748 41.92065)
14-CALL_E-0.4,East Branch Callicoon Creek,upstream of town of delaware salt shed; 41.757696 / -75.027174. just below joe brook confluence.,Delaware,Sullivan,3,14,41.756688,-75.027144,2040101,2019,POINT (-75.027144 41.756688)
03-SKIN-11.6,Skinner Creek,cr 90.,Lorraine,Jefferson,6,3,43.716968,-76.011089,4140102,2015,POINT (-76.011089 43.716968)
13-QUCK-3.2,Quackenderry Creek,off route 43. above transmission lines.,North Greenbush,Rensselaer,4,13,42.65111,-73.70111,2020006,2005,POINT (-73.70111 42.65111)
06-NANG-66.3,Chenango River,off rte 12b.,Sherburne,Chenango,7,6,42.70042,-75.52645,2050102,2013,POINT (-75.52645 42.70042)
04-CNEA-0.7,Caneadea Creek,mill st.; downstream of lake; bridge out site.,Caneadea,Allegany,9,4,42.38637,-78.16373,4130002,1999,POINT (-78.16373 42.38637)
11-SCHY-1.9,Schuyler Creek,50 m blow flike rd. bridge.,Stillwater,Saratoga,5,11,42.94944,-73.67916,2020003,2003,POINT (-73.67916 42.94944)
05-COHO-43.9,Cohocton River,3 m below river st. bridge.,Cohocton,Steuben,8,5,42.55444,-77.47556,2050105,1988,POINT (-77.47556 42.55444)
04-OATK-52.5,Oatka Creek,75 m east of dutton rd.,Gainesville,Wyoming,9,4,42.687667,-78.122518,4130003,2014,POINT (-78.122518 42.687667)
12-MCQU-2.7,Mcqueen Creek,cr 38; mcdonald rd; walk upstream to coordinates.,Amsterdam,Montgomery,4,12,42.977,-74.22014,2020004,2010,POINT (-74.22014 42.977)
13-XSTK-4.8,Stony Kill,east of kerhonkson. off rtes 44/55.,Wawarsing,Ulster,3,13,41.74585,-74.28117,2020007,2017,POINT (-74.28117 41.74585)
06-TOGH-32.8,Tioughnioga River,40 m above port watson ave. bridge.,Cortland,Cortland,7,6,42.59861,-76.15861,2050102,1992,POINT (-76.15861 42.59861)
11-ENSG-0.4,Ensign Brook,route 113 bridge.,Easton,Washington,5,11,43.02641,-73.583545,2020003,2016,POINT (-73.583545 43.02641)
07-SMON-11.8,Big Salmon Creek,50 m above sr 90 bridge.,Genoa,Cayuga,7,7,42.66861,-76.53777,4140201,2016,POINT (-76.53777 42.66861)
05-COHO-5.9,Cohocton River,30 m above co. rt. 4. curtis rd. bridge.,Campbell,Steuben,8,5,42.20678,-77.16419,2050105,2022,POINT (-77.16419 42.20678)
03-LSAN-2.5,Little Sandy Creek,100 m below norton rd. bridge.,Sandy Creek,Oswego,7,3,43.63611,-76.12917,4140102,1997,POINT (-76.12917 43.63611)
09-RAQU-80.9,Raquette River,access off logging rd.s.,Piercefield,St. Lawrence,6,9,44.314314,-74.665562,4150305,2019,POINT (-74.665562 44.314314)
10-ALDE_T15-0.6,Unnamed Tributary To Alder Brook,hike east off cr 3 for 0.8 miles. possible access on jeep trail.,Franklin,Franklin,5,10,44.498208,-74.008785,4150406,2018,POINT (-74.008785 44.498208)
09-REGI-2.3,St. Regis River,downstream of hogansburg dam. downstream of tail race at red oak eddy.,Bombay,Franklin,5,9,44.974659,-74.65951,4150306,2020,POINT (-74.65951 44.974659)
10-BOQT-15.0,Boquet River,10 m below morrison rd. bridge.,Westport,Essex,5,10,44.22528,-73.44028,4150408,2008,POINT (-73.44028 44.22528)
10-LSAR_T10-0.3,Unnamed Tributary To Upper Saranac Lake,markham point.,Santa Clara,Franklin,5,10,44.329961,-74.28817,4150406,2018,POINT (-74.28817 44.329961)
02-FORA-0.4,Fourmile Creek,80 m above west river rd.,Allegany,Cattaraugus,9,2,42.07352,-78.49503,5010001,2006,POINT (-78.49503 42.07352)
07-CHIT-3.4,Chittenango Creek,30 m below rt. 31 bridge.,Sullivan,Madison,7,7,43.155,-75.97166,4140202,2020,POINT (-75.97166 43.155)
06-PONY-0.2,Pony Hollow Creek,sr 224.,Cayuta,Schuyler,8,6,42.278278,-76.692328,2050103,2018,POINT (-76.692328 42.278278)
04-WHIC-0.1,White Creek,white creek rd. bridge.,Belfast,Allegany,9,4,42.32783,-78.10759,4130002,2004,POINT (-78.10759 42.32783)
09-INDN-30.3,Indian River,100 m above east joachim bridge (joachim rd.).,Le Ray,Jefferson,6,9,44.13333,-75.79472,4150303,1987,POINT (-75.79472 44.13333)
04-HEML-1.8,Hemlock Outlet,co. rte. 15.,Richmond,Ontario,8,4,42.82888,-77.55232,4130003,2004,POINT (-77.55232 42.82888)
13-MNSP-0.2,Mineral Spring Brook,Above Embought Rd,Catskill,Greene,4,13,42.177637,-73.890018,2020006,2022,POINT (-73.890018 42.177637)
07-RHCR-0.7,Rush Creek,At Bamerick road.,LaFayette,Onondaga,7,7,42.983543,-76.07613,4140202,2021,POINT (-76.07613 42.983543)
13-WAPP-11.9,Wappinger Creek,100 m above de garmo rd. bridge.,La Grange,Dutchess,3,13,41.69944,-73.86472,2020008,1991,POINT (-73.86472 41.69944)
12-CANE-4.4,East Canada Creek,300 m below cr 108 bridge.,Manheim,Herkimer,6,12,43.05778,-74.76388,2020004,1996,POINT (-74.76388 43.05778)
13-STON-5.8,Stony Kill,above columbia corp. discharge; 0.7 mi below hartigan rd.,Chatham,Columbia,4,13,42.38446,-73.5696,2020006,1990,POINT (-73.5696 42.38446)
07-ONON_W-2.1,West Onondaga Creek,rte 80 bridge; 40 m downstream.,Onondaga,Onondaga,7,7,42.92778,-76.2125,4140201,2016,POINT (-76.2125 42.92778)
12-CANE-25.3,East Canada Creek,50 m above piseco rd. bridge.,Stratford,Fulton,5,12,43.25722,-74.65444,2020004,1996,POINT (-74.65444 43.25722)
10-BRAY-1.5,Brandy Brook,jerusalem rd.,Altona,Clinton,5,10,44.806416,-73.724275,4150408,2018,POINT (-73.724275 44.806416)
01-CAZE-14.5,Cazenovia Creek,50 m above willardshire rd. bridge.,Aurora,Erie,9,1,42.7797,-78.6826,4120103,1988,POINT (-78.6826 42.7797)
09-WSCK-6.3,West Creek,20 m upstream of rte 342 overpass/culvert.,Le Ray,Jefferson,6,9,44.02867,-75.83028,4150303,2017,POINT (-75.83028 44.02867)
13-WOOD-0.1,Woodbury Creek,above confluence with moodna ck. pleasant hill rd.,Cornwall,Orange,3,13,41.4075,-74.07555,2020008,2007,POINT (-74.07555 41.4075)
08-LMOO-1.9,Little Moose Outlet,15 m above bisby rd.,Webb,Herkimer,6,8,43.66228,-74.94861,4150101,2007,POINT (-74.94861 43.66228)
09-MARB-0.6,Marble River,walked behind yellow farm house to coordinates.,Chateaugay,Franklin,5,9,44.95851,-74.11992,4150308,2009,POINT (-74.11992 44.95851)
10-MULB-0.2,Mullen Brook,40 m above rt 9n/22 bridge.,Moriah,Essex,5,10,44.10118,-73.44846,4150408,2008,POINT (-73.44846 44.10118)
14-SHRB_T2-0.2,Unnamed Tributary To Sherruck Brook,off carroll hill rd.,Tompkins,Delaware,4,14,42.18883,-75.31474,2040101,2011,POINT (-75.31474 42.18883)
11-BATT-23.6,Batten Kill,rte 64 bridge; 100 m downstream.,Salem,Washington,5,11,43.0775,-73.34389,2020003,2001,POINT (-73.34389 43.0775)
02-DUHW-0.6,Dutch Hollow Cr.,"rte 430 bridge
















































































just above and just below bridge.",Ellery,Chautauqua,9,2,42.12389,-79.31166,5010002,2006,POINT (-79.31166 42.12389)
05-TMLV-0.7,Twelvemile Creek,30 m above rt 415 bridge.,Avoca,Steuben,8,5,42.44781,-77.46021,2050105,2017,POINT (-77.46021 42.44781)
11-ADKS11_2009-0.3,Cold Brook,high elevation site.,Newcomb,Essex,5,11,44.12647,-73.98434,2020001,2011,POINT (-73.98434 44.12647)
01-CATT-17.5,Cattaraugus Creek,100 m above rt. 39 (main st.) bridge.,Collins,Erie,9,1,42.46261,-78.93382,4120102,2020,POINT (-78.93382 42.46261)
07-ENFD-3.5,Enfield Creek,Downstream Hines road 100 m.,Enfield,Tompkins,7,7,42.410595,-76.606678,4140201,2021,POINT (-76.606678 42.410595)
07-COLK-1.3,Cold Brook,mill rd.,Annsville,Oneida,6,7,43.29028,-75.66417,4140202,2006,POINT (-75.66417 43.29028)
13-KIND-32.7,Kinderhook Creek,rte 20 fishing access.,New Lebanon,Columbia,4,13,42.48861,-73.45472,2020006,2012,POINT (-73.45472 42.48861)
17-BURL-0.4,Burling Brook,50 m downstream of mt. tom rd; off hillcrest dr.,New Rochelle,Westchester,3,17,40.8925,-73.79222,2030102,2008,POINT (-73.79222 40.8925)
05-COHO-1.4,Cohocton River,canada rd. kinsella pk. behind cinderella softball field.,Erwin,Steuben,8,5,42.16751,-77.10477,2050105,2022,POINT (-77.10477 42.16751)
06-BELD-0.5,Belden Brook,10 m below main st. bridge.,Colesville,Broome,7,6,42.1809,-75.6236,2050101,2008,POINT (-75.6236 42.1809)
02-ALGY-33.1,Allegheny River,above bridge off south nine mile rd.,Allegany,Cattaraugus,9,2,42.09417,-78.57388,5010001,2016,POINT (-78.57388 42.09417)
01-PICR-1.3,Pike Creek,170 m east of cr 477.,Evans,Erie,9,1,42.687293,-78.99959,4120103,2020,POINT (-78.99959 42.687293)
03-YANT_T1c-0.2,Unnamed Tributary To Yanty Creek,morton rd. sr 360 10 m upstream.,Hamlin,Monroe,8,3,43.32826,-77.97542,4130001,2009,POINT (-77.97542 43.32826)
02-JHNS-1.0,Johnson Creek,Johnson Creek; sample downstream of road crossing (Laidlaw Rd),Farmersville,Cattaraugus,9,2,42.376949,-78.443955,5010001,2021,POINT (-78.443955 42.376949)
13-FKIL-3.0,Fall Kill,immediately below smith st. bridge.,Poughkeepsie,Dutchess,3,13,41.71444,-73.90444,2020008,1999,POINT (-73.90444 41.71444)
13-HUNT-7.3,Hunter Brook,strang blvd.,Yorktown,Westchester,3,13,41.31556,-73.81249,2030101,2001,POINT (-73.81249 41.31556)
14-UNVR_W-8.3,West Branch Upper Neversink River,1.3 mi upstream of ymca; 0.9 mi up from biscuit brook.,Denning,Ulster,3,14,41.990556,-74.484722,2040104,2003,POINT (-74.484722 41.990556)
12-BEVK-2.5,Beaver Creek,5 m above beaver rd. bridge.,Fairfield,Herkimer,6,12,43.15306,-74.87944,2020004,2020,POINT (-74.87944 43.15306)
13-BLOK-0.3,Block House Creek,5 m above culvert under state farm rd.,Guilderland,Albany,4,13,42.68555,-73.90165,2020006,2008,POINT (-73.90165 42.68555)
02-RAWS-5.0,Rawson Creek,30 m below lyndon center rd. bridge.,Lyndon,Cattaraugus,9,2,42.31131,-78.30984,5010001,2011,POINT (-78.30984 42.31131)
14-MONG_M-3.1,Middle Branch Mongaup River,at swan lake rd.,Liberty,Sullivan,3,14,41.74418,-74.74742,2040104,2009,POINT (-74.74742 41.74418)
12-BATV_T10-0.1,Unnamed Tributary To Batavia Kill,north settlement trib. directly below sr 23 bridge.,Ashland,Greene,4,12,42.29917,-74.29694,2020005,1989,POINT (-74.29694 42.29917)
07-ONEI-8.6,Oneida Creek,100 m above foster st. bridge.,Oneida,Madison,7,7,43.115,-75.66972,4140202,2021,POINT (-75.66972 43.115)
01-SILV-7.5,Silver Creek,allegany rd. bridge.,Hanover,Chautauqua,9,1,42.49947,-79.09043,4120101,2005,POINT (-79.09043 42.49947)
12-SCHO-56.3,Schoharie Creek,flat creek rd. (sr 342).,Gilboa,Schoharie,4,12,42.397715,-74.449898,2020005,2016,POINT (-74.449898 42.397715)
09-BICR-2.6,Birch Creek,turner rd; 10 m above swamp at guard rail.,Macomb,St. Lawrence,6,9,44.47222,-75.55806,4150303,2014,POINT (-75.55806 44.47222)
14-HURL-2.6,Hurleyville Creek,70 m above brophy rd.,Fallsburg,Sullivan,3,14,41.74306,-74.66722,2040104,2004,POINT (-74.66722 41.74306)
07-SXML-2.2,Six Mile Creek,Access through the Wildflower preserve. Site is below Sixmile Creek Reservoir.,Ithaca,Tompkins,7,7,42.430967,-76.484423,4140201,2022,POINT (-76.484423 42.430967)
13-USOP-6.7,Upper Esopus Creek,off of cr 40.,Shandaken,Ulster,3,13,42.06597,-74.30682,2020006,2010,POINT (-74.30682 42.06597)
01-CLAR-18.5,Clear Creek,Off rt 39,Collins,Erie,9,1,42.494664,-78.820085,4120102,2020,POINT (-78.820085 42.494664)
09-CLDK-0.8,Cold Brook,rt 56 below bridge. salt shed site (upstream).,Colton,St. Lawrence,6,9,44.498998,-74.877178,4150305,2019,POINT (-74.877178 44.498998)
13-ROLF-44.6,Roeliff Jansen Kill,100 m below rt. 22 bridge.,Copake,Columbia,4,13,42.17,-73.51944,2020006,1997,POINT (-73.51944 42.17)
01-LITI-0.9,Little Indian Creek,375 m north of cr 42.,Perrysburg,Cattaraugus,9,1,42.522499,-79.0063,4120102,2015,POINT (-79.0063 42.522499)
03-WMAXW-0.5,Maxwell Creek,upstream of lake rd.,Sodus,Wayne,8,3,43.26459,-77.02496,4140101,2020,POINT (-77.02496 43.26459)
12-LISH-2.1,Lisha Kill,30 m above rt. 7.,Niskayuna,Schenectady,4,12,42.78333,-73.85777,2020004,2019,POINT (-73.85777 42.78333)
08-BURN-3.1,Burnt Creek,at end of private rd. of rf yousey and ho schaats. off number four rd.,Watson,Lewis,6,8,43.82947,-75.25346,4150101,2022,POINT (-75.25346 43.82947)
02-STOD-0.6,Stoddard Creek,off allegheny state park rd. at coordinates 42.090948 / -78.747495.,Red House,Cattaraugus,9,2,42.091,-78.74799,5010001,2021,POINT (-78.74799 42.091)
17-PECN-3.2,Peconic River,opposite mapletree deli.,Riverhead,Suffolk,1,17,40.917612,-72.676773,2030202,2013,POINT (-72.676773 40.917612)
13-PEEK-14.7,Peekskill Hollow Creek,off peekskill hollow rd.,Cortlandt,Westchester,3,13,41.31389,-73.90889,2030101,2005,POINT (-73.90889 41.31389)
11-GLOW-7.2,Glowegee Creek,jockey rd. birdge near the red barn.,Galway,Saratoga,5,11,43.02722,-73.98943,2020003,2007,POINT (-73.98943 43.02722)
13-BSFD-10.0,Bushfield Creek,downstream of sr 32.,Plattekill,Ulster,3,13,41.627338,-74.092239,2020008,2012,POINT (-74.092239 41.627338)
01-RIPL_T85-0.2,Unnamed Tributary To Lake Erie,sr 5.,Ripley,Chautauqua,9,1,42.29027,-79.696287,4120101,2015,POINT (-79.696287 42.29027)
10-RILY-1.6,Riley Brook,off 9n at end of bull rock rd. past gate. across rd.,Ticonderoga,Essex,5,10,43.825,-73.49337,4150408,2008,POINT (-73.49337 43.825)
13-MORD-6.3,Moordener Kill,rte 150 at gravel pit.,Schodack,Rensselaer,4,13,42.55389,-73.67278,2020006,1999,POINT (-73.67278 42.55389)
01-NEUM-0.2,Neuman Creek,just upstream of rte 391 bridge.,Hamburg,Erie,9,1,42.71347,-78.80871,4120103,2005,POINT (-78.80871 42.71347)
12-MOHK-124.0,Mohawk River,50 m below floyd ave. bridge.,Rome,Oneida,6,12,43.21778,-75.43166,2020004,2020,POINT (-75.43166 43.21778)
06-NANG-25.5,Chenango River,40 m below hogsback rd. bridge (bridge out).,Greene,Chenango,7,6,42.35278,-75.72083,2050102,1989,POINT (-75.72083 42.35278)
11-WHTK-0.7,Whittaker Brook,christie rd. bridge.,Greenwich,Washington,5,11,43.138555,-73.42759,2020003,2016,POINT (-73.42759 43.138555)
08-BEEV-8.4,Beaver River,75 m below indian river rd. bridge.,Croghan,Lewis,6,8,43.90361,-75.38834,4150101,2009,POINT (-75.38834 43.90361)
14-LBEV-10.0,Little Beaver Kill,20 m above rt. 85 bridge.,Liberty,Sullivan,3,14,41.873,-74.7076,2040102,2004,POINT (-74.7076 41.873)
13-NORC-0.1,North Creek,1 m below rte 217 bridge.,Claverack,Columbia,4,13,42.25361,-73.665,2020006,2002,POINT (-73.665 42.25361)
07-FLNT-27.2,Flint Creek,50 m below rt 364 bridge.,Potter,Yates,8,7,42.70266,-77.20582,4140201,2002,POINT (-77.20582 42.70266)
09-LTTL-13.2,Little River,park off route 3 at county solid waste facility and access by foot.,Little River,St. Lawrence,6,9,44.16619,-75.00215,4150302,2019,POINT (-75.00215 44.16619)
13-WYOM-0.1,Wyomanock Creek,20 m below adams crossing rd. bridge.,New Lebanon,Columbia,4,13,42.48944,-73.45305,2020006,2007,POINT (-73.45305 42.48944)
04-GENS-3.7,Genesee River,below merrill st. storm sewer.,Rochester,Monroe,8,4,43.20486,-77.62688,4130003,1993,POINT (-77.62688 43.20486)
13-FISH-6.7,Fishkill Creek,200 m above rt. 9 bridge.,Fishkill,Dutchess,3,13,41.53167,-73.89332,2020008,1999,POINT (-73.89332 41.53167)
02-WANG_T5-0.8,Tributary to Conewango Creek,Downstream Conewango road,Conewango,Cattaraugus,9,2,42.208235,-79.003265,5010002,2021,POINT (-79.003265 42.208235)
12-SPCK_T15_6-0.2,Unnamed Tributary of Tributary T15_6 to Spruce Creek,Off jerseyfield Rd. 1.3 km; PWL assess can be anywhere along the same stream if Probablistic site is unreachable.,Salisbury,Herkimer,6,12,43.22719,-74.786903,2020004,2020,POINT (-74.786903 43.22719)
04-MCMI_N-3.0,North Mcmillon Creek,federal rd. rte 56.,Conesus,Livingston,8,4,42.736442,-77.66856,4130003,2014,POINT (-77.66856 42.736442)
13-HUNT-4.8,Hunter Brook,old crompond rd. mill pond. 5 m below bridge.,Yorktown,Westchester,3,13,41.29083,-73.83417,2030101,2005,POINT (-73.83417 41.29083)
13-CATS-32.8,Catskill Creek,off rt.145 at dec fishing access;1 mi.below rt.19a.,Broome,Schoharie,4,13,42.47,-74.24499,2020006,2012,POINT (-74.24499 42.47)
04-LNNDA-0.0,Nunda Reservoir,"Access type is Private/Municipal water supply. Nunda Reservoir (click for map) This is a drinking water supply and we will need to reach out to them before going, to arrange access through a gate. The contact information is Troy Bennett (Chief Water Operator) 585-468-2273, Troy also appears to be the DPW Superintendent with an alternate number of 585-468-5983..",Nunda,Livingston,8,4,42.540501,-77.916298,4130002,2016,POINT (-77.916298 42.540501)
13-SAW-7.9,Saw Mill River,Access from Ardsley V. E. Macy Park ballfields,Greenburgh,Westchester,3,13,41.018765,-73.846164,2030101,2022,POINT (-73.846164 41.018765)
11-ADKS11_16-0.2,Unnamed Tributary To Sacandaga River,above cr 5.,Wells,Hamilton,5,11,43.39841,-74.30006,2020002,2011,POINT (-74.30006 43.39841)
10-OUTL-0.1,Outlet Brook,10 m below river st.,North Elba,Essex,5,10,44.28056,-73.99556,4150404,2003,POINT (-73.99556 44.28056)
13-WALK-49.7,Wallkill River,at bridge.,Wawayanda,Orange,3,13,41.38083,-74.41333,2020007,2008,POINT (-74.41333 41.38083)
01-BULL-1.5,Bull Creek,just below townline rd. bridge.,Wheatfield,Niagara,9,1,43.06575,-78.82275,4120104,2005,POINT (-78.82275 43.06575)
05-HEND-4.1,Hendy Creek,30 m above clark hollow rd. bridge.,Southport,Chemung,8,5,42.07444,-76.94055,2050105,2022,POINT (-76.94055 42.07444)
07-GROU-1.5,Grout Brook,co rte 101 at sweeney hill rd. bridge.,Scott,Cortland,7,7,42.74194,-76.26528,4140201,2019,POINT (-76.26528 42.74194)
12-HALE-4.8,Hale Creek,below steele ave ext bridge.,Johnstown,Fulton,5,12,43.03389,-74.30166,2020004,2005,POINT (-74.30166 43.03389)
09-PLMB-0.2,Plumb Brook,blanchard hill rd.,Russell,St. Lawrence,6,9,44.42528,-75.13332,4150304,2004,POINT (-75.13332 44.42528)
10-ADKS12_151-0.1,Stevens Brook,at route 9 rd. crossing at coordinates 44.138494 / -73.637197.,Elizabethtown,Essex,5,10,44.138611,-73.637222,4150408,2012,POINT (-73.637222 44.138611)
17-CARM-3.0,Carmans River,opposite museum (shirley).,Brookhaven,Suffolk,1,17,40.75583,-72.89167,2030202,1989,POINT (-72.89167 40.75583)
10-MCKN-6.4,Mckenzie Brook,mutton hollow rd; site is 200 m downstream of rd.,Moriah,Essex,5,10,44.032147,-73.54283,4150408,2013,POINT (-73.54283 44.032147)
12-SAUQ-1.6,Sauquoit Creek,main st/whitesboro st bridge at town line.,Whitestown,Oneida,6,12,43.11722,-75.28471,2020004,2021,POINT (-75.28471 43.11722)
10-SABL_E-22.9,East Branch Ausable River,behind noonmark diner.,Keene,Essex,5,10,44.188551,-73.78397,4150404,2018,POINT (-73.78397 44.188551)
12-INDK-1.2,Indian Kill,behind woodlin club.,Glenville,Schenectady,4,12,42.87556,-73.9175,2020004,2007,POINT (-73.9175 42.87556)
09-BLAT-0.1,Unnamed Tributary To Black Lake,"cr 6. black lake rd. bridge
















































































farm trib from ag fields just upstream.",Oswegatchie,St. Lawrence,6,9,44.556722,-75.547628,4150303,2014,POINT (-75.547628 44.556722)
15-OCSDSTP-001,Orange County Sewer District Effluent,plant discharge outfall 001 entering ramapo.,Woodbury,Orange,3,15,41.310499,-74.1431,2030103,2018,POINT (-74.1431 41.310499)
01-BOUR-0.4,Bourne Creek,rte 5 bridge.,Westfield,Chautauqua,9,1,42.35706,-79.5515,4120101,2015,POINT (-79.5515 42.35706)
08-CMMG_N-0.2,North Branch Cummings Creek,20 m below smith rd. bridge.,Boonville,Oneida,6,8,43.50417,-75.26694,4150101,2002,POINT (-75.26694 43.50417)
01-DELC-1.4,Delaware Creek,10 m below rte 5 bridge.,Evans,Erie,9,1,42.62989,-79.05396,4120103,2015,POINT (-79.05396 42.62989)
05-PURD-0.2,Purdy Creek,"sr 248 bridge.. Site was previously sampled at: 42.25908, -77.60856",Canisteo,Steuben,8,5,42.259521,-77.609977,2050104,2022,POINT (-77.609977 42.259521)
12-KNGB-0.3,King Creek,State rte 443,Wright,Schoharie,4,12,42.664879,-74.234391,2020005,2022,POINT (-74.234391 42.664879)
07-CRAN-2.2,Crane Brook,off of old rte 31 near new rte 31 overpass.,Montezuma,Cayuga,7,7,43.01778,-76.68195,4140201,2003,POINT (-76.68195 43.01778)
07-SCRB-0.8,Scriba Creek,5 m above co rte 23 bridge.,Constantia,Oswego,7,7,43.25555,-76.00389,4140202,2021,POINT (-76.00389 43.25555)
14-GOLD-0.8,Gold Creek,rt. 209 bridge.,Port Jervis,Orange,3,14,41.38278,-74.67416,2040104,2004,POINT (-74.67416 41.38278)
09-GTCH_M_T2-0.1,Unnamed Tributary To Middle Branch Oswegatchie River,foster rd. bridge off jerdens.,Diana,Lewis,6,9,44.09081,-75.29247,4150302,2009,POINT (-75.29247 44.09081)
12-WHTE-0.2,White Creek,rte. 28.,Newport,Herkimer,6,12,43.16444,-75.00278,2020004,2008,POINT (-75.00278 43.16444)
10-LSAB-17.6,Little Ausable River,clintonville rd. just after inter w/arnold hill rd.,Ausable,Clinton,5,10,44.49222,-73.59361,4150408,2022,POINT (-73.59361 44.49222)
10-SABL_W_T27-0.2,Unnamed Tributary To West Branch Ausable River,upstream of sr 86. abrasive stream 1; us.,North Elba,Essex,5,10,44.302894,-73.920409,4150404,2019,POINT (-73.920409 44.302894)
13-SPRO-1.3,Sprout Creek,15 m above rte 82 bridge.,East Fishkill,Dutchess,3,13,41.56472,-73.84777,2020008,2007,POINT (-73.84777 41.56472)
12-ALPL-0.2,Alplaus Kill,at alplaus ave bridge.,Glenville,Schenectady,4,12,42.85472,-73.90334,2020004,2005,POINT (-73.90334 42.85472)
03-SALM-3.9,Salmon River,off riverview dr.,Richland,Oswego,7,3,43.57028,-76.14082,4140102,2015,POINT (-76.14082 43.57028)
15-RAMA-9.9,Ramapo River,100 m above rt. 210 bridge.,Tuxedo,Orange,3,15,41.22833,-74.18306,2030103,2012,POINT (-74.18306 41.22833)
13-FABG-2.3,Fallsburg Creek,10 m above wheeler rd.,Rhinebeck,Dutchess,3,13,41.89903,-73.91052,2020008,2022,POINT (-73.91052 41.89903)
12-AURI-0.3,Auriesville Creek,at rte 5s bridge.,Glen,Montgomery,4,12,42.93028,-74.31722,2020004,2000,POINT (-74.31722 42.93028)
02-CLER-1.8,Clear Creek,5 m above co. rte. 67 bridge.,Ellington,Chautauqua,9,2,42.21788,-79.06001,5010002,2016,POINT (-79.06001 42.21788)
