State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,107,Tioga,05,Transportation & Public Utilities,1996,33,201,27328,5486058,525.53
36,107,Tioga,06,Wholesale Trade,1996,42,546,25127,13729623,483.20
36,107,Tioga,07,Retail Trade,1996,188,1570,12445,19542069,239.33
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1996,45,243,20158,4888425,387.66
36,107,Tioga,09,Services,1996,266,3387,22075,74777551,424.52
36,107,Tioga,10,Public Administration,1996,27,970,20801,20173150,400.01
36,107,Tioga,00,All Industries,1995,754,11834,30015,355207042,577.22
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1995,31,203,20139,4096557,387.28
36,107,Tioga,03,Construction,1995,66,300,25510,7640174,490.57
36,107,Tioga,04,Manufacturing,1995,50,4389,47520,208566041,913.85
36,107,Tioga,05,Transportation & Public Utilities,1995,33,162,28270,4565569,543.65
36,107,Tioga,06,Wholesale Trade,1995,45,577,24117,13925694,463.79
36,107,Tioga,07,Retail Trade,1995,201,1637,11711,19174215,225.22
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1995,47,244,19447,4743336,373.97
36,107,Tioga,09,Services,1995,254,3333,21309,71025627,409.79
36,107,Tioga,10,Public Administration,1995,27,989,21707,21469829,417.44
36,107,Tioga,00,All Industries,1994,752,12035,29743,357952570,571.99
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1994,27,165,20318,3354140,390.73
36,107,Tioga,03,Construction,1994,71,300,24611,7391649,473.30
36,107,Tioga,04,Manufacturing,1994,52,4455,47658,212331009,916.49
36,107,Tioga,05,Transportation & Public Utilities,1994,31,196,24777,4858430,476.49
36,107,Tioga,06,Wholesale Trade,1994,45,584,22945,13399657,441.24
36,107,Tioga,07,Retail Trade,1994,209,1701,11817,20106119,227.26
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1994,48,243,20441,4974083,393.10
36,107,Tioga,09,Services,1994,242,3412,21100,71996507,405.77
36,107,Tioga,10,Public Administration,1994,27,977,20003,19540976,384.67
36,107,Tioga,00,All Industries,1993,726,12037,28656,344926740,551.07
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1993,30,161,20561,3306875,395.40
36,107,Tioga,03,Construction,1993,74,322,23747,7638622,456.67
36,107,Tioga,04,Manufacturing,1993,49,4438,45063,199976686,866.61
36,107,Tioga,05,Transportation & Public Utilities,1993,29,191,24977,4768596,480.33
36,107,Tioga,06,Wholesale Trade,1993,46,540,25238,13634565,485.34
36,107,Tioga,07,Retail Trade,1993,206,1734,11635,20172593,223.74
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1993,48,257,19354,4980528,372.20
36,107,Tioga,09,Services,1993,217,3414,21045,71837047,404.71
36,107,Tioga,10,Public Administration,1993,27,981,18973,18611228,364.87
36,107,Tioga,00,All Industries,1992,713,12204,29773,363349275,572.56
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1992,25,119,20041,2386589,385.41
36,107,Tioga,03,Construction,1992,84,324,21129,6836833,406.32
36,107,Tioga,04,Manufacturing,1992,50,4800,46582,223592623,895.80
36,107,Tioga,05,Transportation & Public Utilities,1992,30,190,23778,4517866,457.27
36,107,Tioga,06,Wholesale Trade,1992,45,550,25427,13980572,488.98
36,107,Tioga,07,Retail Trade,1992,198,1755,11879,20846886,228.44
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1992,45,253,18843,4759421,362.36
36,107,Tioga,09,Services,1992,209,3250,20914,67970134,402.19
36,107,Tioga,10,Public Administration,1992,27,964,19149,18458351,368.26
36,107,Tioga,00,All Industries,1991,715,12956,29329,379975242,564.02
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1991,21,101,19867,2006594,382.06
36,107,Tioga,03,Construction,1991,89,394,21229,8369710,408.26
36,107,Tioga,04,Manufacturing,1991,49,5452,45029,245498527,865.94
36,107,Tioga,05,Transportation & Public Utilities,1991,30,144,20706,2973082,398.20
36,107,Tioga,06,Wholesale Trade,1991,45,527,25130,13243312,483.26
36,107,Tioga,07,Retail Trade,1991,201,1838,11303,20779113,217.36
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1991,38,243,17356,4223214,333.76
36,107,Tioga,09,Services,1991,215,3308,19938,65959533,383.43
36,107,Tioga,10,Public Administration,1991,27,948,17852,16922157,343.31
36,107,Tioga,00,All Industries,1990,696,13378,26898,359834978,517.26
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1990,22,112,18714,2094419,359.89
36,107,Tioga,03,Construction,1990,93,416,19943,8297814,383.51
36,107,Tioga,04,Manufacturing,1990,49,5795,39604,229506285,761.62
36,107,Tioga,05,Transportation & Public Utilities,1990,30,166,22262,3697290,428.11
36,107,Tioga,06,Wholesale Trade,1990,49,553,20914,11569051,402.20
36,107,Tioga,07,Retail Trade,1990,190,1830,11029,20183966,212.11
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1990,33,234,17351,4058702,333.67
36,107,Tioga,09,Services,1990,203,3333,19279,64253743,370.75
36,107,Tioga,10,Public Administration,1990,27,939,17224,16173708,331.24
36,107,Tioga,00,All Industries,1989,652,13964,25970,362635069,499.42
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1989,23,129,19209,2482736,369.40
36,107,Tioga,03,Construction,1989,89,429,19468,8356581,374.38
36,107,Tioga,04,Manufacturing,1989,48,6573,36287,238502451,697.82
36,107,Tioga,05,Transportation & Public Utilities,1989,28,147,21000,3086995,403.85
36,107,Tioga,06,Wholesale Trade,1989,44,536,19405,10399713,373.18
36,107,Tioga,07,Retail Trade,1989,167,1669,11579,19321623,222.67
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1989,33,238,17449,4151428,335.56
36,107,Tioga,09,Services,1989,194,3353,18400,61697787,353.85
36,107,Tioga,10,Public Administration,1989,26,890,16445,14635755,316.24
36,107,Tioga,00,All Industries,1988,640,14730,24791,365168916,476.75
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1988,18,113,17038,1931001,327.66
36,107,Tioga,03,Construction,1988,86,441,17764,7838554,341.62
36,107,Tioga,04,Manufacturing,1988,46,7593,33003,250592824,634.67
36,107,Tioga,05,Transportation & Public Utilities,1988,30,165,21876,3598644,420.70
36,107,Tioga,06,Wholesale Trade,1988,41,495,17719,8775566,340.76
36,107,Tioga,07,Retail Trade,1988,168,1621,11730,19017579,225.58
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1988,34,233,17342,4042063,333.49
36,107,Tioga,09,Services,1988,192,3203,17458,55912220,335.74
36,107,Tioga,10,Public Administration,1988,25,866,15549,13460465,299.02
36,107,Tioga,00,All Industries,1987,628,14383,24439,351506944,469.98
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1987,20,97,17985,1738564,345.87
36,107,Tioga,03,Construction,1987,76,359,17722,6363729,340.81
36,107,Tioga,04,Manufacturing,1987,49,7640,32563,248772380,626.20
36,107,Tioga,05,Transportation & Public Utilities,1987,31,200,24738,4937329,475.73
36,107,Tioga,06,Wholesale Trade,1987,39,437,17856,7797289,343.39
36,107,Tioga,07,Retail Trade,1987,167,1532,11455,17549090,220.29
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1987,33,222,15948,3535195,306.70
36,107,Tioga,09,Services,1987,189,3068,15784,48425131,303.55
36,107,Tioga,10,Public Administration,1987,24,830,14933,12388237,287.17
36,107,Tioga,00,All Industries,1986,589,14055,23710,333238802,455.97
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1986,15,95,11519,1088525,221.52
36,107,Tioga,03,Construction,1986,69,321,16367,5250986,314.74
36,107,Tioga,04,Manufacturing,1986,52,7614,31657,241021504,608.79
36,107,Tioga,05,Transportation & Public Utilities,1986,30,190,24351,4626680,468.29
36,107,Tioga,06,Wholesale Trade,1986,34,374,17298,6468179,332.66
36,107,Tioga,07,Retail Trade,1986,162,1515,10577,16023503,203.41
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1986,30,212,16483,3498434,316.97
36,107,Tioga,09,Services,1986,172,2969,14857,44111749,285.72
36,107,Tioga,10,Public Administration,1986,25,766,14560,11149242,280.00
36,107,Tioga,00,All Industries,1985,572,14001,22486,314820975,432.42
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1985,15,101,10156,1021534,195.31
36,107,Tioga,03,Construction,1985,59,281,14625,4107119,281.25
36,107,Tioga,04,Manufacturing,1985,51,7799,29497,230058310,567.25
36,107,Tioga,05,Transportation & Public Utilities,1985,30,203,22742,4618553,437.35
36,107,Tioga,06,Wholesale Trade,1985,34,355,16636,5903010,319.92
36,107,Tioga,07,Retail Trade,1985,165,1417,10155,14388937,195.29
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1985,30,204,16105,3290719,309.71
36,107,Tioga,09,Services,1985,163,2902,14024,40702228,269.70
36,107,Tioga,10,Public Administration,1985,25,739,14529,10730565,279.40
36,107,Tioga,00,All Industries,1984,543,13058,21374,279093580,411.04
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1984,16,97,10084,973146,193.93
36,107,Tioga,03,Construction,1984,46,211,15966,3367417,307.03
36,107,Tioga,04,Manufacturing,1984,45,7254,27940,202691098,537.31
36,107,Tioga,05,Transportation & Public Utilities,1984,32,213,21854,4654977,420.28
36,107,Tioga,06,Wholesale Trade,1984,33,350,15562,5452041,299.28
36,107,Tioga,07,Retail Trade,1984,159,1284,10128,13001306,194.77
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1984,30,195,15423,3004892,296.59
36,107,Tioga,09,Services,1984,157,2722,13091,35640108,251.76
36,107,Tioga,10,Public Administration,1984,25,731,14094,10308595,271.04
36,107,Tioga,00,All Industries,1983,544,12968,20890,270899623,401.74
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1983,12,85,9556,816266,183.77
36,107,Tioga,03,Construction,1983,45,178,15777,2814832,303.40
36,107,Tioga,04,Manufacturing,1983,49,7369,27197,200405885,523.03
36,107,Tioga,05,Transportation & Public Utilities,1983,28,221,22851,5055845,439.45
36,107,Tioga,06,Wholesale Trade,1983,33,354,14852,5257452,285.61
36,107,Tioga,07,Retail Trade,1983,168,1247,9502,11844957,182.73
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1983,29,198,15286,3029270,293.97
36,107,Tioga,09,Services,1983,155,2623,12269,32177734,235.95
36,107,Tioga,10,Public Administration,1983,25,693,13711,9497382,263.68
36,107,Tioga,00,All Industries,1982,542,13294,19989,265729658,384.41
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1982,13,108,8030,870610,154.43
36,107,Tioga,03,Construction,1982,47,217,16111,3489292,309.82
36,107,Tioga,04,Manufacturing,1982,48,7663,25817,197830449,496.48
36,107,Tioga,05,Transportation & Public Utilities,1982,29,219,23616,5173870,454.15
36,107,Tioga,06,Wholesale Trade,1982,31,354,14926,5287409,287.03
36,107,Tioga,07,Retail Trade,1982,169,1263,8828,11152420,169.78
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1982,28,201,14427,2902158,277.44
36,107,Tioga,09,Services,1982,152,2569,11734,30142861,225.66
36,107,Tioga,10,Public Administration,1982,25,699,12699,8880589,244.20
36,107,Tioga,00,All Industries,1981,561,13583,17883,242909162,343.91
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1981,15,141,9233,1303377,177.56
36,107,Tioga,03,Construction,1981,50,216,15270,3297052,293.65
36,107,Tioga,04,Manufacturing,1981,47,7905,22704,179474616,436.62
36,107,Tioga,05,Transportation & Public Utilities,1981,26,228,20447,4666932,393.20
36,107,Tioga,06,Wholesale Trade,1981,26,322,14528,4670685,279.38
36,107,Tioga,07,Retail Trade,1981,178,1223,8360,10223847,160.76
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1981,31,214,12893,2753682,247.94
36,107,Tioga,09,Services,1981,158,2609,10837,28271660,208.40
36,107,Tioga,10,Public Administration,1981,30,726,11361,8247311,218.49
36,107,Tioga,00,All Industries,1980,570,13510,16435,222037551,316.05
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1980,12,118,9079,1075161,174.61
36,107,Tioga,03,Construction,1980,57,203,14059,2856410,270.37
36,107,Tioga,04,Manufacturing,1980,46,7858,20824,163631003,400.46
36,107,Tioga,05,Transportation & Public Utilities,1980,28,240,17915,4304080,344.52
36,107,Tioga,06,Wholesale Trade,1980,29,311,13355,4157741,256.82
36,107,Tioga,07,Retail Trade,1980,180,1286,7768,9987046,149.39
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1980,30,238,11548,2750299,222.07
36,107,Tioga,09,Services,1980,156,2536,10125,25677975,194.71
36,107,Tioga,10,Public Administration,1980,32,719,10561,7597836,203.10
36,107,Tioga,00,All Industries,1979,567,13564,15458,209675316,297.27
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1979,12,109,8822,961606,169.66
36,107,Tioga,03,Construction,1979,60,224,13267,2967417,255.14
36,107,Tioga,04,Manufacturing,1979,45,7910,19772,156400048,380.22
36,107,Tioga,05,Transportation & Public Utilities,1979,24,231,16189,3739655,311.33
36,107,Tioga,06,Wholesale Trade,1979,30,337,11915,4009429,229.14
36,107,Tioga,07,Retail Trade,1979,177,1326,7166,9499147,137.82
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1979,31,243,10589,2575757,203.63
36,107,Tioga,09,Services,1979,156,2487,9208,22899498,177.08
36,107,Tioga,10,Public Administration,1979,32,698,9490,6622759,182.51
36,107,Tioga,00,All Industries,1978,584,13324,14159,188656080,272.29
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1978,14,72,4802,347364,92.35
36,107,Tioga,03,Construction,1978,64,267,12723,3398120,244.67
36,107,Tioga,04,Manufacturing,1978,47,7620,18546,141311112,356.65
36,107,Tioga,05,Transportation & Public Utilities,1978,28,178,14453,2565450,277.95
36,107,Tioga,06,Wholesale Trade,1978,31,321,11335,3637642,217.98
36,107,Tioga,07,Retail Trade,1978,186,1304,6666,8695737,128.20
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1978,29,232,9337,2162345,179.56
36,107,Tioga,09,Services,1978,157,2553,7898,20163578,151.88
36,107,Tioga,10,Public Administration,1978,28,778,8196,6374732,157.62
36,107,Tioga,00,All Industries,1977,553,10728,14287,153272669,274.76
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1977,13,70,4455,312205,85.67
36,107,Tioga,03,Construction,1977,63,257,9978,2564325,191.88
36,107,Tioga,04,Manufacturing,1977,45,7109,17637,125387268,339.17
36,107,Tioga,05,Transportation & Public Utilities,1977,28,167,14005,2335356,269.33
36,107,Tioga,06,Wholesale Trade,1977,33,317,10393,3290380,199.87
36,107,Tioga,07,Retail Trade,1977,188,1286,6795,8741586,130.68
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1977,29,213,9257,1973321,178.02
36,107,Tioga,09,Services,1977,148,1210,6090,7371240,117.11
36,107,Tioga,10,Public Administration,1977,6,98,13223,1296988,254.29
36,107,Tioga,00,All Industries,1976,531,10327,13330,137658818,256.35
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1976,13,65,5307,346743,102.06
36,107,Tioga,03,Construction,1976,64,218,8991,1956373,172.91
36,107,Tioga,04,Manufacturing,1976,41,6779,16527,112042123,317.83
36,107,Tioga,05,Transportation & Public Utilities,1976,29,175,12387,2171918,238.22
36,107,Tioga,06,Wholesale Trade,1976,33,297,10134,3014069,194.89
36,107,Tioga,07,Retail Trade,1976,171,1253,6412,8032615,123.32
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1976,28,187,8696,1623208,167.23
36,107,Tioga,09,Services,1976,147,1266,5839,7393252,112.28
36,107,Tioga,10,Public Administration,1976,5,86,12517,1078517,240.70
36,107,Tioga,00,All Industries,1975,529,9617,12872,123795485,247.54
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1975,11,53,5009,262976,96.33
36,107,Tioga,03,Construction,1975,66,182,10096,1839090,194.15
36,107,Tioga,04,Manufacturing,1975,42,6352,15948,101307074,306.70
36,107,Tioga,05,Transportation & Public Utilities,1975,30,176,12102,2124981,232.74
36,107,Tioga,06,Wholesale Trade,1975,34,273,9530,2601659,183.27
36,107,Tioga,07,Retail Trade,1975,169,1173,6099,7156432,117.29
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1975,27,175,8066,1411619,155.12
36,107,Tioga,09,Services,1975,145,1145,5270,6032798,101.35
36,107,Tioga,10,Public Administration,1975,5,89,11931,1058856,229.44
36,109,Tompkins,00,All Industries,2000,2212,46780,31576,1477088813,607.22
36,109,Tompkins,01,"Agriculture, Mining & Unclassified",2000,69,907,28867,26194487,555.14
36,109,Tompkins,03,Construction,2000,147,773,27781,21467993,534.26
36,109,Tompkins,04,Manufacturing,2000,105,4636,38655,179215608,743.37
36,109,Tompkins,05,Transportation & Public Utilities,2000,68,1424,47462,67586316,912.74
36,109,Tompkins,06,Wholesale Trade,2000,95,852,31565,26885099,607.01
36,109,Tompkins,07,Retail Trade,2000,542,7161,14993,107374427,288.34
36,109,Tompkins,08,"Finance,  Insurance & Real Estate",2000,190,1380,31564,43550931,607.01
36,109,Tompkins,09,Services,2000,959,27645,34212,945789591,657.92
36,109,Tompkins,10,Public Administration,2000,37,2001,29493,59024361,567.16
36,109,Tompkins,00,All Industries,1999,2240,46197,30529,1410343379,587.09
36,109,Tompkins,01,"Agriculture, Mining & Unclassified",1999,69,909,29162,26505815,560.81
36,109,Tompkins,03,Construction,1999,147,792,29301,23194454,563.49
36,109,Tompkins,04,Manufacturing,1999,108,4425,37174,164505275,714.88
36,109,Tompkins,05,Transportation & Public Utilities,1999,71,1484,44735,66391178,860.30
36,109,Tompkins,06,Wholesale Trade,1999,94,844,29928,25272072,575.55
36,109,Tompkins,07,Retail Trade,1999,534,7071,14519,102660764,279.21
36,109,Tompkins,08,"Finance,  Insurance & Real Estate",1999,188,1395,29944,41784717,575.85
36,109,Tompkins,09,Services,1999,992,27362,32946,901470951,633.58
36,109,Tompkins,10,Public Administration,1999,37,1915,30585,58558153,588.18
36,109,Tompkins,00,All Industries,1998,2202,43606,29519,1287173753,567.67
36,109,Tompkins,01,"Agriculture, Mining & Unclassified",1998,67,873,28747,25098472,552.83
36,109,Tompkins,03,Construction,1998,140,684,26202,17933402,503.89
36,109,Tompkins,04,Manufacturing,1998,106,4263,36798,156878089,707.66
36,109,Tompkins,05,Transportation & Public Utilities,1998,75,1455,44321,64464250,852.32
36,109,Tompkins,06,Wholesale Trade,1998,94,822,30874,25365422,593.73
36,109,Tompkins,07,Retail Trade,1998,541,6907,13749,94966005,264.41
36,109,Tompkins,08,"Finance,  Insurance & Real Estate",1998,188,1394,30061,41892869,578.10
36,109,Tompkins,09,Services,1998,955,25359,31743,804967293,610.44
36,109,Tompkins,10,Public Administration,1998,36,1849,30069,55607951,578.25
36,109,Tompkins,00,All Industries,1997,2198,43260,28275,1223192557,543.75
36,109,Tompkins,01,"Agriculture, Mining & Unclassified",1997,71,876,26953,23615501,518.33
36,109,Tompkins,03,Construction,1997,149,695,25299,17593687,486.53
36,109,Tompkins,04,Manufacturing,1997,100,4059,36221,147007330,696.55
36,109,Tompkins,05,Transportation & Public Utilities,1997,75,1536,41377,63568474,795.71
36,109,Tompkins,06,Wholesale Trade,1997,89,871,31474,27426847,605.27
36,109,Tompkins,07,Retail Trade,1997,554,7157,13180,94335799,253.47
36,109,Tompkins,08,"Finance,  Insurance & Real Estate",1997,198,1420,27716,39344961,533.00
36,109,Tompkins,09,Services,1997,926,24818,30420,754952080,585.00
36,109,Tompkins,10,Public Administration,1997,36,1828,30281,55347878,582.32
36,109,Tompkins,00,All Industries,1996,2248,42761,26762,1144378327,514.66
36,109,Tompkins,01,"Agriculture, Mining & Unclassified",1996,62,1078,28189,30376515,542.11
