Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,58219,59806,45267,64695
10,8,North Country,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",100,37839,36620,31398,41060
10,8,North Country,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,42539,40037,34572,46523
10,8,North Country,45-4022,Logging Equipment Operators,170,44706,38279,34895,49612
10,8,North Country,47-0000,Construction and Extraction Occupations,7020,60864,53471,42046,70273
10,8,North Country,47-1011,Supervisors of Construction and Extraction Workers,830,77381,71037,53377,89383
10,8,North Country,47-2031,Carpenters,960,56442,53043,42029,63649
10,8,North Country,47-2041,Carpet Installers,,56769,50078,32336,68986
10,8,North Country,47-2044,Tile and Marble Setters,20,52736,48129,37710,60249
10,8,North Country,47-2051,Cement Masons and Concrete Finishers,140,57541,54804,40469,66077
10,8,North Country,47-2061,Construction Laborers,1120,55611,49147,36806,65013
10,8,North Country,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",60,50717,47548,40856,55647
10,8,North Country,47-2073,Operating Engineers and Other Construction Equipment Operators,550,69298,60908,47616,80138
10,8,North Country,47-2081,Drywall and Ceiling Tile Installers,30,50779,49586,35759,58289
10,8,North Country,47-2111,Electricians,500,71189,68193,48422,82573
10,8,North Country,47-2141,"Painters, Construction and Maintenance",210,53215,48199,38261,60693
10,8,North Country,47-2152,"Plumbers, Pipefitters, and Steamfitters",260,77413,65499,46915,92662
10,8,North Country,47-2181,Roofers,80,62259,51907,35577,75599
10,8,North Country,47-2211,Sheet Metal Workers,100,74423,76317,47661,87805
10,8,North Country,47-3012,Helpers--Carpenters,30,42901,44892,38977,44863
10,8,North Country,47-4011,Construction and Building Inspectors,250,67285,62333,45947,77954
10,8,North Country,47-4041,Hazardous Materials Removal Workers,40,50706,48983,41891,55115
10,8,North Country,47-4051,Highway Maintenance Workers,1450,49407,50604,42244,52987
10,8,North Country,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30,44921,40115,33876,50442
10,8,North Country,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",50,61905,51060,42806,71453
10,8,North Country,47-5023,"Earth Drillers, Except Oil and Gas",,60923,53191,41461,70655
10,8,North Country,47-5041,Continuous Mining Machine Operators,30,70845,67753,54221,79158
10,8,North Country,49-0000,"Installation, Maintenance, and Repair Occupations",7340,57869,51700,38265,67670
10,8,North Country,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",650,78173,73071,52935,90792
10,8,North Country,49-2011,"Computer, Automated Teller, and Office Machine Repairers",100,44241,39239,33706,49508
10,8,North Country,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",150,67509,62166,44654,78938
10,8,North Country,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",70,66621,64353,58757,70553
10,8,North Country,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",40,104226,105759,87015,112832
10,8,North Country,49-2098,Security and Fire Alarm Systems Installers,50,52376,51280,41204,57961
10,8,North Country,49-3011,Aircraft Mechanics and Service Technicians,30,82019,78127,55079,95490
10,8,North Country,49-3021,Automotive Body and Related Repairers,180,47339,48952,36971,52522
10,8,North Country,49-3022,Automotive Glass Installers and Repairers,,45351,45534,35953,50050
10,8,North Country,49-3023,Automotive Service Technicians and Mechanics,810,48372,48092,34774,55170
10,8,North Country,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,350,57876,56003,43810,64908
10,8,North Country,49-3041,Farm Equipment Mechanics and Service Technicians,40,47627,48279,38208,52337
10,8,North Country,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",110,61301,59524,46432,68735
10,8,North Country,49-3043,Rail Car Repairers,20,65326,59706,53576,71202
10,8,North Country,49-3051,Motorboat Mechanics and Service Technicians,130,52775,52010,41959,58182
10,8,North Country,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,110,46540,48303,37054,51283
10,8,North Country,49-3092,Recreational Vehicle Service Technicians,30,50882,49638,40054,56296
10,8,North Country,49-3093,Tire Repairers and Changers,60,43939,40943,35807,48005
10,8,North Country,49-9011,Mechanical Door Repairers,20,45879,49978,31518,53061
10,8,North Country,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",90,89074,89649,68735,99245
10,8,North Country,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",330,60233,58525,43077,68811
10,8,North Country,49-9031,Home Appliance Repairers,20,46874,46283,38901,50860
10,8,North Country,49-9041,Industrial Machinery Mechanics,380,67216,67733,50460,75593
10,8,North Country,49-9043,"Maintenance Workers, Machinery",80,59213,62225,50542,63547
10,8,North Country,49-9044,Millwrights,70,65595,65050,56506,70139
10,8,North Country,49-9051,Electrical Power-Line Installers and Repairers,210,102069,99854,78478,113864
10,8,North Country,49-9052,Telecommunications Line Installers and Repairers,220,77650,77450,48811,92070
10,8,North Country,49-9071,"Maintenance and Repair Workers, General",2640,49262,47687,35609,56088
10,8,North Country,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",90,41064,38975,31954,45619
10,8,North Country,49-9099,"Installation, Maintenance, and Repair Workers, All Other",80,55917,54934,39541,64104
10,8,North Country,51-0000,Production Occupations,7050,50139,47886,34672,57872
10,8,North Country,51-1011,First-Line Supervisors of Production and Operating Workers,570,73846,70728,50330,85602
10,8,North Country,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",280,39733,37819,33331,42934
10,8,North Country,51-2041,Structural Metal Fabricators and Fitters,80,47324,48284,40874,50549
10,8,North Country,51-2051,Fiberglass Laminators and Fabricators,,45873,47369,37126,50247
10,8,North Country,51-2090,Miscellaneous Assemblers and Fabricators,1080,43031,41430,33534,47780
10,8,North Country,51-3011,Bakers,150,39307,36895,31200,43378
10,8,North Country,51-3021,Butchers and Meat Cutters,100,42719,39642,34032,47062
10,8,North Country,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",60,36246,34150,31200,39055
10,8,North Country,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20,35208,33667,32383,36620
10,8,North Country,51-3092,Food Batchmakers,270,35511,31200,31200,37949
10,8,North Country,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",30,52256,47776,43539,56614
10,8,North Country,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,52103,47286,39837,58236
10,8,North Country,51-4041,Machinists,80,56469,58539,43030,63188
10,8,North Country,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",160,42240,39619,32291,47215
10,8,North Country,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",90,43787,42344,35549,47905
10,8,North Country,51-4111,Tool and Die Makers,20,63677,64424,47771,71629
10,8,North Country,51-4121,"Welders, Cutters, Solderers, and Brazers",150,56919,50669,42575,64091
10,8,North Country,51-5112,Printing Press Operators,130,39670,36727,31200,44224
10,8,North Country,51-6011,Laundry and Dry-Cleaning Workers,150,34963,31933,31200,37132
10,8,North Country,51-6031,Sewing Machine Operators,50,34321,32729,31271,35846
10,8,North Country,51-7011,Cabinetmakers and Bench Carpenters,30,50078,47772,38351,55942
10,8,North Country,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",30,40922,39025,35036,43864
10,8,North Country,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",50,40972,37274,34291,44312
10,8,North Country,51-8013,Power Plant Operators,90,73068,65030,43837,87684
10,8,North Country,51-8021,Stationary Engineers and Boiler Operators,120,60146,64165,44467,67986
10,8,North Country,51-8031,Water and Wastewater Treatment Plant and System Operators,210,57726,52585,43922,64628
10,8,North Country,51-9011,Chemical Equipment Operators and Tenders,140,61266,56518,53827,64985
10,8,North Country,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",140,51594,50465,46932,53924
10,8,North Country,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",170,53488,51301,44556,57954
10,8,North Country,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",130,47691,45192,40453,51309
10,8,North Country,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",480,54091,54649,40266,61003
10,8,North Country,51-9081,Dental Laboratory Technicians,20,58581,51300,42228,66758
10,8,North Country,51-9111,Packaging and Filling Machine Operators and Tenders,470,41241,39139,34551,44585
10,8,North Country,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",50,43795,40912,35001,48192
10,8,North Country,51-9161,Computer Numerically Controlled Tool Operators,90,56493,62466,40037,64721
10,8,North Country,51-9162,Computer Numerically Controlled Tool Programmers,20,62291,53710,47887,69493
10,8,North Country,51-9198,Helpers--Production Workers,90,39634,36081,32191,43356
10,8,North Country,51-9199,"Production Workers, All Other",140,38893,34268,31200,42951
10,8,North Country,53-0000,Transportation and Material Moving Occupations,10510,45643,40540,33721,51603
10,8,North Country,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",420,62971,60515,44315,72298
10,8,North Country,53-2011,"Airline Pilots, Copilots, and Flight Engineers",20,143933,184460,51929,189935
10,8,North Country,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",30,34815,34762,32209,36118
10,8,North Country,53-3031,Driver/Sales Workers,390,38960,34039,31200,42962
10,8,North Country,53-3032,Heavy and Tractor-Trailer Truck Drivers,1650,56184,52509,43525,62515
10,8,North Country,53-3033,Light Truck or Delivery Services Drivers,1010,45496,40862,33269,51610
10,8,North Country,53-3051,"Bus Drivers, School",850,52354,50086,41609,57727
10,8,North Country,53-3052,"Bus Drivers, Transit and Intercity",70,40268,37638,34961,42922
10,8,North Country,53-3053,Shuttle Drivers and Chauffeurs,270,36226,33237,31374,38652
10,8,North Country,53-3099,"Motor Vehicle Operators, All Other",70,51774,52336,43063,56128
10,8,North Country,53-6021,Parking Lot Attendants,30,33532,31261,31200,34847
10,8,North Country,53-6031,Automotive and Watercraft Service Attendants,110,33709,31412,31200,35038
10,8,North Country,53-6041,Traffic Technicians,,59699,55238,50446,64326
10,8,North Country,53-7051,Industrial Truck and Tractor Operators,340,47864,48816,36542,53525
10,8,North Country,53-7061,Cleaners of Vehicles and Equipment,240,37706,36125,32077,40520
10,8,North Country,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1590,40246,38240,33337,43702
10,8,North Country,53-7064,"Packers and Packagers, Hand",360,37211,35384,32718,39458
10,8,North Country,53-7065,Stockers and Order Fillers,2710,39510,38707,33178,42676
10,8,North Country,53-7081,Refuse and Recyclable Material Collectors,60,40965,38183,33756,44569
10,9,Southern Tier,00-0000,"Total, All Occupations",247510,64335,49544,34086,79459
10,9,Southern Tier,11-0000,Management Occupations,12770,135689,109879,64228,171419
10,9,Southern Tier,11-1011,Chief Executives,210,233207,172895,84712,307456
10,9,Southern Tier,11-1021,General and Operations Managers,4760,124255,92361,54355,159206
10,9,Southern Tier,11-1031,Legislators,170,112325,77942,42002,147487
10,9,Southern Tier,11-2021,Marketing Managers,360,167299,149955,90207,205845
10,9,Southern Tier,11-2022,Sales Managers,350,186985,175282,96885,232035
10,9,Southern Tier,11-2032,Public Relations Managers,50,177369,145075,102307,214900
10,9,Southern Tier,11-2033,Fundraising Managers,70,157107,138493,100061,185630
10,9,Southern Tier,11-3012,Administrative Services Managers,420,126016,109054,75675,151186
10,9,Southern Tier,11-3013,Facilities Managers,210,111454,105719,69064,132649
10,9,Southern Tier,11-3021,Computer and Information Systems Managers,640,173857,166049,107772,206899
10,9,Southern Tier,11-3031,Financial Managers,820,162275,136709,84534,201144
10,9,Southern Tier,11-3051,Industrial Production Managers,370,138129,124488,81132,166627
10,9,Southern Tier,11-3061,Purchasing Managers,80,163268,148017,101953,193926
10,9,Southern Tier,11-3071,"Transportation, Storage, and Distribution Managers",140,110093,102364,71532,129375
10,9,Southern Tier,11-3111,Compensation and Benefits Managers,,192453,190166,150044,213658
10,9,Southern Tier,11-3121,Human Resources Managers,230,177149,164260,105481,212983
10,9,Southern Tier,11-3131,Training and Development Managers,,139238,133289,82436,167639
10,9,Southern Tier,11-9021,Construction Managers,130,101927,90126,66501,119641
10,9,Southern Tier,11-9031,"Education Administrators, Preschool and Childcare Center/Program",70,66279,59002,47051,75893
10,9,Southern Tier,11-9032,"Education Administrators, Elementary and Secondary School",590,114261,107490,83531,129626
10,9,Southern Tier,11-9033,"Education Administrators, Postsecondary",370,169201,137782,103771,201916
10,9,Southern Tier,11-9039,"Education Administrators, All Other",,80251,76933,44389,98181
10,9,Southern Tier,11-9041,Architectural and Engineering Managers,400,183291,174961,127970,210953
10,9,Southern Tier,11-9051,Food Service Managers,390,70404,62781,47769,81721
10,9,Southern Tier,11-9081,Lodging Managers,130,79301,68326,48918,94493
10,9,Southern Tier,11-9111,Medical and Health Services Managers,520,144564,123607,87511,173090
10,9,Southern Tier,11-9121,Natural Sciences Managers,130,179320,178162,105774,216093
10,9,Southern Tier,11-9131,Postmasters and Mail Superintendents,60,91779,91700,82759,96289
10,9,Southern Tier,11-9141,"Property, Real Estate, and Community Association Managers",130,85144,70732,50234,102599
10,9,Southern Tier,11-9151,Social and Community Service Managers,410,88969,82002,61932,102487
10,9,Southern Tier,11-9161,Emergency Management Directors,,80049,79012,65949,87098
10,9,Southern Tier,11-9171,Funeral Home Managers,50,68651,65665,45340,80306
10,9,Southern Tier,11-9199,"Managers, All Other",340,156766,154977,81367,194465
10,9,Southern Tier,13-0000,Business and Financial Operations Occupations,11920,87259,78202,51631,105072
